character_name,character_sex,character_age,character_occupation,character_is_alive,species_id,country_id,appearance_id
Радея,Женский,35,Придворная чародейкаДворянка,True,8,22,1606
Радим,Мужской,28,Колесник,False,8,33,1607
Радклифф,Мужской,39,Чародей,False,8,24,1608
Радко,Мужской,60,Распорядитель скачек,True,8,29,1609
Радмир из Тор Карнедда,Мужской,58,Чародей,False,8,33,1610
Радовид I Великий,Мужской,42,Государственный деятель,False,8,24,1611
Радовид II Мореход,Мужской,58,Государственный деятель,True,8,24,1612
Радовид III Смелый,Мужской,19,Государственный деятель,True,8,24,1613
Радовид IV Лысый,Мужской,45,Государственный деятель,True,8,24,1614
Радовид V Свирепый,Мужской,69,Государственный деятель,False,8,24,1615
Радовит II Смелый,Мужской,41,Государственный деятель,True,8,10,1616
Радомир,Мужской,45,Священнослужитель,False,8,24,1617
Разведчик Реим,Мужской,50,,True,11,33,1618
Раинфарн,Мужской,23,Рыцарь,True,8,33,1619
Райла,Женский,27,Воительница наемница,False,8,15,1620
Раймунд,Мужской,23,Государственный деятель,False,8,33,1621
Раймунд Гесслер,Мужской,22,Торговец,True,7,33,1622
Ральф Блюнден,Мужской,45,Наемник,False,8,33,1623
Ральф Дубен,Мужской,26,Начальник стражи,True,8,29,1624
Рам'зес Гор'тон,Мужской,17,ЖрецКулинар,True,11,33,1625
Рамеро,Мужской,38,Дворянин,True,8,33,1626
Рамон дю Лак,Мужской,58,ДворянинСтранствующий рыцарьГосслужащий (ранее),False,8,33,1627
Рамон из Гишона,Мужской,24,Рыцарь,False,8,33,1628
Рамон Тырконнель,Мужской,20,Военачальник,False,8,8,1629
Рамона Тиссен,Женский,36,Королева,True,8,12,1630
Рамунд,Мужской,39,Друид,True,8,21,1631
Рансант Альваро,Мужской,25,ЧародейПисатель,True,8,33,1632
Расмунд Кволькье,Мужской,47,ВоинГребец[1],True,8,21,1633
Ратибор фон Эверек,Мужской,37,РыцарьДворянинВоеннослужащий (ранее),True,8,24,1634
Рафаэль де'Сюрманн,Мужской,27,Чиновник,True,8,33,1635
Раффар Белый,Мужской,17,ЧародейГосударственный деятель,True,8,33,1636
Реган Дальберг,Мужской,38,Наемник,False,7,18,1637
Регинальд,Мужской,63,Государственный деятель,False,8,33,1638
Рееф,Мужской,29,РазбойникСолдат (ранее),False,8,8,1639
Режинальд де Обрэ,Мужской,38,АрхитекторМузыкант,True,8,33,1640
Рейеан,Мужской,59,Чародей,False,8,33,1641
Реймонд Марлоу,Мужской,43,Детектив,False,8,33,1642
Рейнард Одо,Мужской,37,Военный и государственный деятель,False,8,15,1643
Рейнарт де Буа-Фресне,Мужской,36,Странствующий рыцарь,False,8,33,1644
Ремесленник,X,55,,True,8,33,1645
Реми Виллерой,Мужской,30,Чародей,False,8,33,1646
Ремиз,Мужской,26,Слуга рыцаря,False,8,8,1647
Рен Грувер,Мужской,15,Скоята'эль,False,7,33,1648
Реннес,Мужской,25,ВедьмакРуководитель школы,False,8,33,1649
Ренуальд аэп Матсен,Мужской,21,Военнослужащий,False,8,8,1650
Ренфри,Женский,45,РазбойницаДворянка (ранее),False,8,14,1651
Сериал:Ренфри,Женский,38,КняжнаРазбойница,True,8,14,1652
Рестиф де Монтолон,Мужской,65,ИсторикПисатель,True,8,8,1653
Рец де Меллис-Сток,Мужской,56,Военачальник,False,8,8,1654
Рианнон,Женский,55,Королева,False,8,33,1655
Рианнон (Ведьмак 2),Женский,36,Торговец,False,11,33,1656
Рив,Мужской,23,Кулачный боец,True,8,33,1657
Ригоберта из Лирии,Женский,21,Королева,True,8,15,1658
Риенс,Мужской,61,Чародей шпион,False,8,33,1659
Рико Майерсдорф,Мужской,20,ШпионИнформатор,True,9,33,1660
Риоган Бессмертный,Мужской,58,Пират,False,8,21,1661
Риордаин,Мужской,44,ПартизанВоеннослужащий,False,11,33,1662
Рис,Мужской,66,Ведьмак,False,8,33,1663
Риспат Ля Пуант,Мужской,53,Военнослужащий,False,8,33,1664
Рита Шапочка,Женский,42,Официантка,False,8,29,1665
Рихтер,Мужской,64,Головорез,True,8,33,1666
Рицци Мишеле,Мужской,46,Наемник,False,8,33,1667
Роб,Мужской,68,Крестьянин,True,8,16,1668
Робен,Мужской,41,Псарь,True,8,9,1669
Роберт II Гаррамонский,мужской,32,Дворянин,True,8,29,1670
Роберт Гаррамонский,Мужской,18,ВоеначальникДворянин,False,8,29,1671
Роберт де Мер,Мужской,67,Дворянин (?),True,8,33,1672
Роберт Пильх,Мужской,21,Солдат,False,8,33,1673
Робин Андерида,Мужской,17,Художник,True,8,33,1674
Ровен,Мужской,61,,True,8,33,1675
Родаллег Пурпурный,Мужской,22,Чародей,True,8,33,1676
Родерик,Мужской,45,Дворянин охотник,True,8,29,1677
Родерик де Ветт,Мужской,26,ДворянинРыцарь,False,8,33,1678
Родерик де Новембр,X,47,,True,8,33,1679
Родерик из Дун Тынне,Мужской,65,Дворянин,True,8,33,1680
Роджер Камэни,Мужской,50,ВоеннослужащийДворянин,False,8,29,1681
Родольф Казмер,Мужской,70,Купец-оружейникКонтрабандистВоеннослужащий (ранее),True,7,33,1682
Роже Пей,Мужской,48,Государственный деятель,True,8,33,1683
Роза вар Аттре,Женский,70,,True,8,8,1684
Розалинда,Женский,39,,True,8,33,1685
Розалинда Панкера,Женский,15,,True,8,29,1686
Рокко Хильдебранд,Мужской,53,,True,9,33,1687
Рокстрид,Мужской,47,,True,8,33,1688
Роланд Блейнхейм,Мужской,39,БандитНаркобарон,False,8,33,1689
Роланд де Флакфицер,Мужской,60,Куратор искусств и коллекций,True,8,33,1690
Рольф,Мужской,33,Воин,False,8,21,1691
Роммер,Мужской,57,НаездникДворянин,True,8,24,1692
Ромэн,Мужской,38,,True,8,33,1693
Ронвид из Малого Лога,Мужской,28,Рыцарь,False,8,29,1694
Ропп,Мужской,21,Капитан стражи,True,8,33,1695
Рори,Мужской,48,Воин,True,8,21,1696
Ростан Муггс,Мужской,45,Курьер,True,7,18,1697
Росэн,Мужской,33,Солдат (раньше)Фермер[1],False,8,8,1698
Ротан,Мужской,16,,False,8,29,1699
Рудигер,Мужской,49,Дворянин,True,8,19,1700
Рудольф Валарис,Мужской,38,Великий Магистр Ордена,True,8,33,1701
Рудольф де Йонкер,Мужской,63,Банкир,True,8,24,1702
Руиз Доррит,Мужской,31,Художник,True,7,33,1703
Рулле Аспен,Мужской,47,Торговец,True,8,24,1704
Румплестельт,Мужской,43,,True,5,33,1705
Румцайс,Мужской,64,Разбойник,True,7,33,1706
Рундурин,Мужской,37,Кузнец,True,7,33,1707
Руперт,Мужской,29,,True,8,33,1708
Руперт (Башня ласточки),Мужской,56,,True,8,33,1709
Руфус,Мужской,28,Офицер,False,8,24,1710
Рыбак,Мужской,48,,True,8,33,1711
Рыбожор,Мужской,57,РыбакКулачный боец,True,8,29,1712
Рыд,Мужской,31,Король,False,8,13,1713
Рюрик,Мужской,21,Ученик лодочного мастера,True,8,21,1714
Сабрина Глевиссиг,Женский,52,ЧародейкаСоветница короля,False,8,10,1715
Сериал:Сабрина Глевиссиг,Женский,38,Чародейка,True,8,33,1716
Саволла,Мужской,62,Чародей,False,8,33,1717
Садовник,Мужской,23,СадовникНаемник (ранее),True,8,33,1718
Сальма,X,28,,True,8,33,1719
Самбор,Мужской,53,ТорговецЦирюльник,True,8,10,1720
Самбук,Мужской,70,Правитель,True,8,33,1721
Самогрыз,Мужской,19,,True,8,33,1722
Самса,Мужской,40,Головорез,False,8,33,1723
Санта-ведьмус,Мужской,58,,True,8,33,1724
Санция из Соддена,Женский,44,Королева,True,8,27,1725
Сара,Женский,18,,True,8,33,1726
Саския,Женский,53,ВоительницаКоролева,False,6,33,1727
